Authors,Author full names,Author(s) ID,title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,doi,Link,Document Type,Publication Stage,Open Access,Source,EID
,,,"2016 3rd International Conference on Computer and Information Sciences, ICCOINS 2016 - Proceedings",2016,"2016 3rd International Conference on Computer and Information Sciences, ICCOINS 2016 - Proceedings",,,,,,688,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010332626&partnerID=40&md5=92dacf126562839ea5a2db9361efdb0b,Conference review,Final,,Scopus,2-s2.0-85010332626
Evangeline S.B.; Moorthy A.D.,"Evangeline, S. Betsybha (59045904700); Moorthy, Anitha Dhakshina (55780902100)",59045904700; 55780902100,Investigating AI Applications in Communication Tools for Individuals with Speech Impairments: An In-depth Analysis,2024,"2024 IEEE International Conference on Interdisciplinary Approaches in Technology and Management for Social Innovation, IATMSI 2024",,,,,,,4,10.1109/IATMSI60426.2024.10502623,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192230766&doi=10.1109%2fIATMSI60426.2024.10502623&partnerID=40&md5=2bf718cabe895b38cc27b15e9476155d,Conference paper,Final,,Scopus,2-s2.0-85192230766
,,,"2022 5th International Conference on Computer and Informatics Engineering, IC2IE 2022",2022,"2022 5th International Conference on Computer and Informatics Engineering, IC2IE 2022",,,,,,399,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85145424254&partnerID=40&md5=dfc47f9118fbc881d7cf8161baa90fbe,Conference review,Final,,Scopus,2-s2.0-85145424254
,,,"2024 6th International Conference on Cybernetics and Intelligent System, ICORIS 2024",2024,"2024 6th International Conference on Cybernetics and Intelligent System, ICORIS 2024",,,,,,819,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105000854997&partnerID=40&md5=e25a76497f336abf329a155c249beb21,Conference review,Final,,Scopus,2-s2.0-105000854997
Rahayu S.P.; Insap Santosa P.; Wibirama S.,"Rahayu, Siwi Piranti (57219573647); Insap Santosa, Paulus (59445056600); Wibirama, Sunu (26654457700)",57219573647; 59445056600; 26654457700,A Systematic Review of Gamification and Their Impact on E-commerce Applications,2024,"2024 International Conference on Information Technology Systems and Innovation, ICITSI 2024 - Proceedings",,,,487,492,5,0,10.1109/ICITSI65188.2024.10929338,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002473944&doi=10.1109%2fICITSI65188.2024.10929338&partnerID=40&md5=0633896a5d063496b3a9807f881161ee,Conference paper,Final,,Scopus,2-s2.0-105002473944
,,,"2022 10th International Conference on Cyber and IT Service Management, CITSM 2022",2022,"2022 10th International Conference on Cyber and IT Service Management, CITSM 2022",,,,,,588,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142869238&partnerID=40&md5=105da1e924286d787b0863ae7a580a92,Conference review,Final,,Scopus,2-s2.0-85142869238
Azhar F.A.B.; Dhillon J.S.,"Azhar, Faiz Aiman Bin (57193055773); Dhillon, Jaspaljeet Singh (7003949854)",57193055773; 7003949854,A systematic review of factors influencing the effective use of mHealth apps for self-care,2016,"2016 3rd International Conference on Computer and Information Sciences, ICCOINS 2016 - Proceedings",,,7783213,191,196,5,44,10.1109/ICCOINS.2016.7783213,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010433837&doi=10.1109%2fICCOINS.2016.7783213&partnerID=40&md5=bc9e893bd4bc8db7070691c6d09bd61e,Conference paper,Final,,Scopus,2-s2.0-85010433837
,,,"2023 8th International Conference on Computer and Communication Systems, ICCCS 2023",2023,"2023 8th International Conference on Computer and Communication Systems, ICCCS 2023",,,,,,1240,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164701101&partnerID=40&md5=946982034a057dab0d5265af17baedca,Conference review,Final,,Scopus,2-s2.0-85164701101
Crystal A.A.; Valero M.; Nino V.,"Crystal, Afnan Ahmed (58847849200); Valero, Maria (56261438400); Nino, Valentina (57220032206)",58847849200; 56261438400; 57220032206,"Smartphone Based Food Classification: Applications, Challenges, and Future Prospects for Diabetics",2023,"2023 IEEE 20th International Conference on Smart Communities: Improving Quality of Life using AI, Robotics and IoT, HONET 2023",,,,73,78,5,0,10.1109/HONET59747.2023.10374965,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183319394&doi=10.1109%2fHONET59747.2023.10374965&partnerID=40&md5=4a35781c658de96ce1c13b73730cab6b,Conference paper,Final,,Scopus,2-s2.0-85183319394
Marais A.; Grobbelaar S.S.; Kennon D.,"Marais, Annica (57215409047); Grobbelaar, Sara S. (56072755400); Kennon, Denzil (55941425400)",57215409047; 56072755400; 55941425400,A systematic review of healthcare innovation platforms towards a conceptual framework,2020,"26th International Association for Management of Technology Conference, IAMOT 2017",,,,1144,1151,7,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080956806&partnerID=40&md5=80a188b6d206f389380eed72c4af3302,Conference paper,Final,,Scopus,2-s2.0-85080956806
Gomes S.B.; Santoro F.M.M.; da Silva M.M.,"Gomes, Silvia Bogea (57215305614); Santoro, Flavia Maria M. (10040209400); da Silva, Miguel Mira (10138760500)",57215305614; 10040209400; 10138760500,A taxonomy for digital technology,2021,"27th Annual Americas Conference on Information Systems, AMCIS 2021",,,,,,,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118677106&partnerID=40&md5=bd690081edcabe8873246b2a3b7b8dd9,Conference paper,Final,,Scopus,2-s2.0-85118677106
Kousar A.; Khan S.U.R.; Hussain S.; Abdul Basit Ur Rahim M.; Wang W.-L.; Ibrahim N.,"Kousar, Ambreen (58978963100); Khan, Saif Ur Rehman (55746684000); Hussain, Shahid (56266004800); Abdul Basit Ur Rahim, M. (55905010200); Wang, Wen-Li (11739619500); Ibrahim, Naseem (51461664500)",58978963100; 55746684000; 56266004800; 55905010200; 11739619500; 51461664500,"A Systematic Review on Pattern-based GUI Testing of Android and Web Apps: State-of-the-Art, Taxonomy, Challenges and Future Directions",2023,"2023 25th International Multi Topic Conference, INMIC 2023 - Proceedings",,,,,,,0,10.1109/INMIC60434.2023.10465949,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189943849&doi=10.1109%2fINMIC60434.2023.10465949&partnerID=40&md5=119f4b2bbcebc123b841121d3f2fdab7,Conference paper,Final,,Scopus,2-s2.0-85189943849
Alencar N.; Araujo K.; Guimaraes T.; Ferreira L.; De Oliveira P.A.M.,"Alencar, Nadyelle (57196056244); Araujo, Kaua (57215857275); Guimaraes, Tawana (57215859029); Ferreira, Lauanne (57216500983); De Oliveira, Pedro Almir Martins (56949904300)",57196056244; 57215857275; 57215859029; 57216500983; 56949904300,Systematic Mapping on Mobile Applications Used in the Analysis and/or Improvement of the Quality of Life of Adolescents,2019,"2019 IEEE International Conference on E-Health Networking, Application and Services, HealthCom 2019",,,9009586,,,,0,10.1109/HealthCom46333.2019.9009586,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082105789&doi=10.1109%2fHealthCom46333.2019.9009586&partnerID=40&md5=c7e72efa94e557c1bd7e11471d3d5731,Conference paper,Final,,Scopus,2-s2.0-85082105789
Annachhatre R.; Tamakuwala M.; Shinde P.; Jain A.; Kulkarni P.V.,"Annachhatre, Renuka (57976864800); Tamakuwala, Miti (57976864900); Shinde, Prathamesh (58904487600); Jain, Abhisha (57976133700); Kulkarni, Pradnya V. (54402960000)",57976864800; 57976864900; 58904487600; 57976133700; 54402960000,Virtual Mouse Using Hand Gesture Recognition - A Systematic Literature Review,2022,"2022 IEEE International Conference on Blockchain and Distributed Systems Security, ICBDS 2022",,,,,,,6,10.1109/ICBDS53701.2022.9935944,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142427893&doi=10.1109%2fICBDS53701.2022.9935944&partnerID=40&md5=af3512e063abf9537372e667eda38bab,Conference paper,Final,,Scopus,2-s2.0-85142427893
Firmansyah F.; Rahma F.; Irianto K.D.; Shiddiqi A.M.,"Firmansyah, Fathan (59223184300); Rahma, Fayruz (57577937200); Irianto, Kurniawan Dwi (57209734685); Shiddiqi, Ary Mazharuddin (57194103723)",59223184300; 57577937200; 57209734685; 57194103723,Indoor Positioning System: A Brief Review of Its Technologies and Signal-Filtering Techniques,2024,"2024 International Conference on Smart Computing, IoT and Machine Learning, SIML 2024",,,,1,7,6,1,10.1109/SIML61815.2024.10578093,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198859781&doi=10.1109%2fSIML61815.2024.10578093&partnerID=40&md5=90e92f7031b616f539533dacca89efba,Conference paper,Final,,Scopus,2-s2.0-85198859781
,,,"2013 IEEE Conference on Open Systems, ICOS 2013",2013,"2013 IEEE Conference on Open Systems, ICOS 2013",,,,,,249,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912147738&partnerID=40&md5=67eaaa183f6c0b0f44ab15e8ae34d9d2,Conference review,Final,,Scopus,2-s2.0-84912147738
Masrom M.; Noor N.M.; Kamaruddin A.I.; Aziz M.A.A.,"Masrom, Maslin (8524047400); Noor, Norliza Mohd (7003593814); Kamaruddin, Afiqah Iylia (57414959000); Aziz, Mohd Azmarul A (57191070779)",8524047400; 7003593814; 57414959000; 57191070779,Speech Therapy Mobile Applications for People with Aphasia: PRISMA review and features analysis,2021,"1st National Biomedical Engineering Conference, NBEC 2021",,,,77,81,4,3,10.1109/NBEC53282.2021.9618755,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123805582&doi=10.1109%2fNBEC53282.2021.9618755&partnerID=40&md5=1a2bfd65c3bfd1d87252fc3b5d908892,Conference paper,Final,,Scopus,2-s2.0-85123805582
Popli R.; Singh D.; Kumar R.; Saini G.S.; Garg K.,"Popli, Renu (57192102715); Singh, Daljeet (57216847360); Kumar, Rajeev (57054550900); Saini, Gurpreet Singh (57192277747); Garg, Kanwal (57192106987)",57192102715; 57216847360; 57054550900; 57192277747; 57192106987,Role of Contemporary Techniques in Agriculture Development: A Systematic Review,2022,"2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering, ICACITE 2022",,,,1677,1681,4,2,10.1109/ICACITE53722.2022.9823819,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135482642&doi=10.1109%2fICACITE53722.2022.9823819&partnerID=40&md5=89feeae53c678baeff309a3c1e31470d,Conference paper,Final,,Scopus,2-s2.0-85135482642
Syukron F.W.; Khairani D.; Sukmana H.T.; Azhari M.; Fiade A.; Aripiyanto S.,"Syukron, Fildzah Waalidein (58940082300); Khairani, Dewi (24779480600); Sukmana, Husni Teja (23398706200); Azhari, Muhamad (57202199891); Fiade, Andrew (49663340900); Aripiyanto, Saepul (57421245000)",58940082300; 24779480600; 23398706200; 57202199891; 49663340900; 57421245000,Exploring User Experience in Mobile Applications: A Systematic Literature Review,2023,"2023 11th International Conference on Cyber and IT Service Management, CITSM 2023",,,,,,,1,10.1109/CITSM60085.2023.10455498,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187791988&doi=10.1109%2fCITSM60085.2023.10455498&partnerID=40&md5=08bd98ccb8ecf7d34f1801fbbe24bdfc,Conference paper,Final,,Scopus,2-s2.0-85187791988
Fitroh F.; Hidayatuloh S.; Maharani Putri A.F.; Durachman Y.; Hidayah N.A.; Aini Q.,"Fitroh, Fitroh (57986002100); Hidayatuloh, Sarip (57215926741); Maharani Putri, Anida Frida (59512251000); Durachman, Yusuf (49663289500); Hidayah, Nur Aeni (56580175700); Aini, Qurrotul (54974128700)",57986002100; 57215926741; 59512251000; 49663289500; 56580175700; 54974128700,Level of Readiness and User Acceptance of E-Recruitment Applications: Systematic Literature Review,2024,"2024 12th International Conference on Cyber and IT Service Management, CITSM 2024",,,,,,,0,10.1109/CITSM64103.2024.10775318,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214942242&doi=10.1109%2fCITSM64103.2024.10775318&partnerID=40&md5=f0cc69b691c9159744ea7e467a5d7009,Conference paper,Final,,Scopus,2-s2.0-85214942242
Xia B.; Ye X.; Abuassba A.O.M.,"Xia, Boming (57218580288); Ye, Xiaozhen (57182652900); Abuassba, Adnan O.M (57193494950)",57218580288; 57182652900; 57193494950,Recent Research on AI in Games,2020,"2020 International Wireless Communications and Mobile Computing, IWCMC 2020",,,9148327,505,510,5,16,10.1109/IWCMC48107.2020.9148327,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089694047&doi=10.1109%2fIWCMC48107.2020.9148327&partnerID=40&md5=604ea54943ef1b95aed543d1c76cf6ae,Conference paper,Final,,Scopus,2-s2.0-85089694047
Patiño D.H.C.; Muñoz L.; Villarreal V.; Pardo C.,"Patiño, Dimas Hernán Concepción (57987761300); Muñoz, Lilia (35303048300); Villarreal, Vladímir (24825403100); Pardo, César (57224970103)",57987761300; 35303048300; 24825403100; 57224970103,A systematic review of the use of mobile applications and Augmented Reality for the education of children with Autism Spectrum Disorder (ASD); [Una revisión sistemática sobre el uso de aplicaciones móviles y Realidad Aumentada para la educación de niños con Trastorno del Espectro Autista (TEA)],2022,"2022 5th Congreso Internacional en Inteligencia Ambiental, Ingenieria de Software y Salud Electronica y Movil, AmITIC 2022",,,,,,,0,10.1109/AmITIC55733.2022.9941308,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143051006&doi=10.1109%2fAmITIC55733.2022.9941308&partnerID=40&md5=f4ea4fb25edf188f2dabe0d50cf26f62,Conference paper,Final,,Scopus,2-s2.0-85143051006
,,,"2012 7th International Workshop on Automation of Software Test, AST 2012 - Proceedings",2012,"2012 7th International Workshop on Automation of Software Test, AST 2012 - Proceedings",,,,,,152,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864248175&partnerID=40&md5=21894118e3fc7103791e39cba866f9f8,Conference review,Final,,Scopus,2-s2.0-84864248175
Pucheta H.M.F.; Morales V.Y.R.; Velazquez Y.H.,"Pucheta, Hector Miguel Figueroa (57915676900); Morales, Viviana Yarel Rosales (37120706700); Velazquez, Yesenia Hernandez (57188955580)",57915676900; 37120706700; 57188955580,User Modeling for Collaborative Adaptative Mobile Educational Applications: A Systematic Review of the Literature,2022,"2022 IEEE Mexican International Conference on Computer Science, ENC 2022 - Proceedings",,,,,,,0,10.1109/ENC56672.2022.9882919,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139226080&doi=10.1109%2fENC56672.2022.9882919&partnerID=40&md5=9dc03870b82f409b397ca68a632aaf32,Conference paper,Final,,Scopus,2-s2.0-85139226080
,,,"20th Americas Conference on Information Systems, AMCIS 2014",2014,"20th Americas Conference on Information Systems, AMCIS 2014",,,,,,,0,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905994643&partnerID=40&md5=77f2851f6be7920fec94c025d7ba88e4,Conference review,Final,,Scopus,2-s2.0-84905994643
Luma-Osmani S.; Ismaili F.; Zenuni X.; Raufi B.,"Luma-Osmani, Shkurte (57200914157); Ismaili, Florije (35179510900); Zenuni, Xhemal (26421842500); Raufi, Bujar (26421805800)",57200914157; 35179510900; 26421842500; 26421805800,A Systematic Literature Review in Causal Association Rules Mining,2020,"11th Annual IEEE Information Technology, Electronics and Mobile Communication Conference, IEMCON 2020",,,9284908,48,54,6,3,10.1109/IEMCON51383.2020.9284908,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099316949&doi=10.1109%2fIEMCON51383.2020.9284908&partnerID=40&md5=7c8d8c319ce5da79187f287aeadaffd8,Conference paper,Final,,Scopus,2-s2.0-85099316949
Al-Haidary M.; Nasir Q.,"Al-Haidary, Mohammed (57209246206); Nasir, Qassim (9734443200)",57209246206; 9734443200,Physically Unclonable Functions (PUFs): A Systematic Literature Review,2019,"2019 Advances in Science and Engineering Technology International Conferences, ASET 2019",,,8714431,,,,3,10.1109/ICASET.2019.8714431,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067041468&doi=10.1109%2fICASET.2019.8714431&partnerID=40&md5=2cf811375684074c5b8cb5c06ec3c018,Conference paper,Final,,Scopus,2-s2.0-85067041468
Cabanillas-Tello A.; Cabanillas-Carbonell M.,"Cabanillas-Tello, Anny (57221332088); Cabanillas-Carbonell, Michael (57215136815)",57221332088; 57215136815,Application software analysis for children with autism spectrum disorder: A review of the scientific literature from 2005 - 2020,2020,"2020 8th E-Health and Bioengineering Conference, EHB 2020",,,9280261,,,,9,10.1109/EHB50910.2020.9280261,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098868378&doi=10.1109%2fEHB50910.2020.9280261&partnerID=40&md5=a76f169d103e0906ed514237d2f84298,Conference paper,Final,,Scopus,2-s2.0-85098868378
Chen X.; Mu J.; Zhang T.,"Chen, Xu (58160984800); Mu, Jie (58160847300); Zhang, Tingting (58728749600)",58160984800; 58160847300; 58728749600,Computer Assisted Pronunciation Training (CAPT): A Systematic Review of Studies from 2012 to 2021,2022,"30th International Conference on Computers in Education Conference, ICCE 2022 - Proceedings",2,,,575,580,5,1,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151057284&partnerID=40&md5=a2cf4c41f3f80308d87ae6c68240d8cf,Conference paper,Final,,Scopus,2-s2.0-85151057284
Zaki S.; Sharma S.; Vats H.,"Zaki, Saima (57409925000); Sharma, Saurabh (57203300264); Vats, Hemlata (58368069200)",57409925000; 57203300264; 58368069200,Digital Health Technologies for Type 2 diabetes Management: A Systematic Review,2023,"2023 International Conference on Recent Advances in Electrical, Electronics and Digital Healthcare Technologies, REEDCON 2023",,,,127,132,5,2,10.1109/REEDCON57544.2023.10150469,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163882876&doi=10.1109%2fREEDCON57544.2023.10150469&partnerID=40&md5=bb0e36f2dd6025cefc6fefc49aeae788,Conference paper,Final,,Scopus,2-s2.0-85163882876
Tyagi T.; Gautam M.,"Tyagi, Toshi (59425306900); Gautam, Madhu (57217492661)",59425306900; 57217492661,Machine Learning based Malware Detection in Android: A Practical Approach,2024,"2024 IEEE 3rd World Conference on Applied Intelligence and Computing, AIC 2024",,,,1417,1424,7,1,10.1109/AIC61668.2024.10731044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210248226&doi=10.1109%2fAIC61668.2024.10731044&partnerID=40&md5=0c785376c28b5785ab0906716f7bc7f0,Conference paper,Final,,Scopus,2-s2.0-85210248226
Teh S.; Sivakumar S.; Motalebi F.,"Teh, Shem (58985463800); Sivakumar, Saaveethya (57193667966); Motalebi, Foad (57056241100)",58985463800; 57193667966; 57056241100,Vision Transformers for Biomedical Applications,2024,"2024 International Conference on Green Energy, Computing and Sustainable Technology, GECOST 2024",,,,195,201,6,1,10.1109/GECOST60902.2024.10474871,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190371753&doi=10.1109%2fGECOST60902.2024.10474871&partnerID=40&md5=94eac271815c19cf66e9d9d798591eb5,Conference paper,Final,,Scopus,2-s2.0-85190371753
